player,2020_pos,2020_age,team_id,2020_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,player_id,2021_pos,2021_age,2021_g,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
Tomáš Satoranský,SG,28,CHI,65,1878,13.5,.533,.361,.220,4.3,11.0,7.5,27.1,2.1,0.4,17.7,16.7,,1.8,1.7,3.5,.090,,-1.1,-0.2,-1.3,0.3,satorto01,SG,29,3,68,13.6,.582,.400,.200,3.3,8.0,5.7,34.9,2.7,1.4,32.9,14.7,,0.0,0.0,0.1,.058,,-0.6,0.9,0.3,0.0,10000000,10000000,https://www.2kratings.com/wp-content/uploads/Tomas-Satoransky-2K-Rating.png
Admiral Schofield,PF,22,WAS,33,368,6.1,.502,.663,.163,2.0,12.4,7.0,5.3,1.0,0.9,6.6,11.9,,0.1,0.1,0.1,.017,,-4.3,-1.2,-5.5,-0.3,schofad01,,,,,,,,,,,,,,,,,,,,,,,,,,,898310,1517981,https://www.2kratings.com/wp-content/uploads/Admiral-Schofield-2K-Rating.png
Dennis Schröder,SG,26,LAL,65,1999,16.7,.575,.337,.245,1.1,11.6,6.5,21.9,1.1,0.6,13.4,27.2,,1.9,1.8,3.6,.087,,1.1,-1.1,0.0,1.0,schrode01,SG,27,10,310,11.5,.515,.265,.220,1.5,11.9,6.9,21.7,1.1,0.3,16.2,23.9,,0.0,0.3,0.3,.050,,-2.9,-1.6,-4.5,-0.2,15500000,15500000,https://www.2kratings.com/wp-content/uploads/Dennis-Schroder-2K-Rating.png
Mike Scott,PF,31,PHI,68,1207,11.2,.557,.620,.106,5.9,16.8,11.3,6.4,0.8,0.4,6.6,14.0,,1.4,1.1,2.5,.100,,-0.7,-1.1,-1.8,0.1,scottmi01,PF,32,5,80,5.0,.470,.905,.143,4.2,12.4,8.6,0.0,1.2,1.1,11.8,13.2,,-0.1,0.1,0.0,.018,,-3.6,-1.1,-4.7,-0.1,4767000,5005350,https://www.2kratings.com/wp-content/uploads/Mike-Scott-2K-Rating.png
Thabo Sefolosha,PF,35,HOU,41,436,9.4,.487,.593,.088,5.0,17.5,11.2,7.5,2.5,2.4,13.7,10.4,,0.0,0.6,0.7,.072,,-2.9,1.6,-1.2,0.1,sefolth01,,,,,,,,,,,,,,,,,,,,,,,,,,,2564753,,https://www.basketball-reference.com/req/202101021/images/players/sefolth01.jpg
Collin Sexton,PG,21,CLE,65,2143,16.3,.560,.235,.246,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,,2.1,0.4,2.5,.057,,0.3,-2.1,-1.8,0.1,sextoco01,SG,22,8,299,20.0,.619,.211,.238,1.4,4.8,3.1,17.5,1.8,0.6,9.5,26.2,,0.7,0.4,1.1,.169,,2.8,-0.1,2.8,0.4,4764960,4991880,https://www.2kratings.com/wp-content/uploads/Collin-Sexton-2K-Rating.png
Landry Shamet,SG,22,BRK,53,1452,8.5,.580,.757,.194,0.4,6.6,3.6,9.1,0.7,0.6,9.0,13.4,,1.5,1.1,2.6,.086,,-1.8,-0.3,-2.1,0.0,shamela01,SG,23,10,176,6.3,.486,.761,.217,1.2,6.5,4.0,7.2,2.1,0.4,13.7,13.9,,-0.1,0.2,0.1,.030,,-4.6,0.1,-4.6,-0.1,1995120,2090040,https://www.2kratings.com/wp-content/uploads/Landry-Shamet-2K-Rating.png
Marial Shayok,SG,24,PHI,4,28,1.4,.400,.500,.333,3.9,23.7,13.8,4.8,0.0,3.0,17.9,25.8,,-0.1,0.0,-0.1,-0.130,,-9.3,-3.7,-13.0,-0.1,shayoma01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/req/202101021/images/players/shayoma01.jpg
Iman Shumpert,SF,29,BRK,13,241,5.3,.403,.516,.109,3.9,10.5,7.3,6.7,2.4,0.7,13.0,13.4,,-0.3,0.3,0.0,-0.005,,-6.3,0.8,-5.5,-0.2,shumpim01,,,,,,,,,,,,,,,,,,,,,,,,,,,419443,,https://www.basketball-reference.com/req/202101021/images/players/shumpim01.jpg
Pascal Siakam,PF,25,TOR,60,2110,17.9,.554,.331,.274,3.3,18.3,11.0,16.4,1.4,2.5,10.7,28.1,,1.8,3.6,5.4,.123,,1.3,0.5,1.8,2.0,siakapa01,PF,26,7,245,16.4,.541,.319,.274,5.9,18.6,12.0,22.1,1.2,2.0,12.4,25.1,,0.3,0.2,0.5,.095,,-0.3,-0.8,-1.1,0.1,2351839,29000000,https://www.2kratings.com/wp-content/uploads/Pascal-Siakam-2K-Rating.png
Chris Silva,PF,23,MIA,44,346,17.3,.651,.038,.705,20.2,20.6,20.4,9.9,1.3,6.0,23.8,17.1,,0.7,0.5,1.3,.178,,-3.1,0.8,-2.3,0.0,silvach01,PF,24,3,11,5.9,1.064,.000,2.000,10.9,36.5,24.8,12.6,0.0,8.7,68.0,23.5,,0.0,0.0,0.0,-0.076,,-13.2,2.0,-11.2,0.0,466918,1517981,https://www.2kratings.com/wp-content/uploads/Chris-Silva-2K-Rating.png
Ben Simmons,PG,23,PHI,57,2017,20.4,.602,.011,.461,6.2,18.2,12.2,33.8,2.9,1.4,20.4,20.9,,3.8,3.1,6.9,.165,,1.3,2.3,3.6,2.8,simmobe01,PG,24,9,294,15.8,.544,.022,.505,2.7,24.2,14.2,30.0,2.1,3.2,22.3,20.3,,0.1,0.6,0.7,.113,,-1.0,2.4,1.4,0.3,8113930,29250000,https://www.2kratings.com/wp-content/uploads/Ben-Simmons-2K-Rating.png
Anfernee Simons,SG,20,POR,70,1449,9.0,.502,.422,.172,1.8,9.1,5.5,9.2,0.9,0.6,9.6,18.7,,0.0,0.1,0.2,.005,,-2.6,-1.9,-4.5,-0.9,simonan01,SG,21,8,83,10.4,.518,.722,.167,0.0,16.6,8.2,6.9,0.6,2.3,4.9,20.7,,0.0,0.1,0.1,.032,,-1.8,-2.5,-4.3,-0.1,2149560,2252040,https://www.2kratings.com/wp-content/uploads/Anfernee-Simons-2K-Rating.png
