player,2020_pos,2020_age,team_id,2020_g,2020_gs,2020_mp_per_g,2020_fg_per_g,2020_fga_per_g,2020_fg_pct,2020_fg3_per_g,2020_fg3a_per_g,2020_fg3_pct,2020_fg2_per_g,2020_fg2a_per_g,2020_fg2_pct,2020_efg_pct,2020_ft_per_g,2020_fta_per_g,2020_ft_pct,2020_orb_per_g,2020_drb_per_g,2020_trb_per_g,2020_ast_per_g,2020_stl_per_g,2020_blk_per_g,2020_tov_per_g,2020_pf_per_g,2020_pts_per_g,player_id,2021_pos,2021_age,2021_g,2021_gs,2021_mp_per_g,2021_fg_per_g,2021_fga_per_g,2021_fg_pct,2021_fg3_per_g,2021_fg3a_per_g,2021_fg3_pct,2021_fg2_per_g,2021_fg2a_per_g,2021_fg2_pct,2021_efg_pct,2021_ft_per_g,2021_fta_per_g,2021_ft_pct,2021_orb_per_g,2021_drb_per_g,2021_trb_per_g,2021_ast_per_g,2021_stl_per_g,2021_blk_per_g,2021_tov_per_g,2021_pf_per_g,2021_pts_per_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link,2021_preseason_salary,position
Bradley Beal,SG,26,WAS,57,57,36.0,10.4,22.9,.455,3.0,8.4,.353,7.4,14.4,.515,.520,6.8,8.0,.842,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,30.5,bealbr01,SG,27,40,40,35.8,11.1,22.9,.484,2.2,6.6,.332,8.9,16.3,.545,.532,7.4,8.2,.902,1.1,4.0,5.1,4.8,1.2,0.4,3.4,2.5,31.7,2053,23.2,.579,.369,.351,2.7,10.5,6.4,29.5,1.6,1.0,11.4,34.4,,4.5,0.6,5.1,.118,,5.3,-2.4,2.9,2.5,1433,23.3,.599,.286,.356,3.3,11.8,7.5,24.0,1.6,0.9,11.3,34.7,,3.0,0.9,3.8,.128,,5.2,-1.5,3.8,2.1,27093019,28751775,https://www.2kratings.com/wp-content/uploads/Bradley-Beal-2K-Rating.png,28751775,SG
Malik Beasley,SG,23,FA,55,14,22.0,4.1,9.7,.425,1.9,5.0,.388,2.2,4.7,.465,.525,1.0,1.2,.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,11.2,beaslma01,SG,24,33,32,33.1,7.6,16.7,.455,3.5,8.7,.406,4.1,8.0,.508,.560,1.8,2.2,.847,0.8,3.8,4.6,2.5,0.8,0.2,1.6,1.6,20.5,1209,12.7,.546,.517,.124,1.6,11.9,6.7,9.4,1.6,0.6,9.2,21.8,,0.4,0.8,1.2,.049,,-0.7,-1.4,-2.1,0.0,1093,15.9,.582,.520,.131,2.6,12.9,7.5,12.2,1.2,0.5,8.5,24.5,,1.1,0.4,1.5,.068,,2.4,-2.1,0.3,0.6,2731714,13325895,https://www.2kratings.com/wp-content/uploads/Malik-Beasley-2K-Rating.png,,SG
Marco Belinelli,SG,33,FA,57,0,15.5,2.2,5.5,.392,1.2,3.1,.376,1.0,2.4,.412,.498,0.8,1.0,.828,0.1,1.6,1.7,1.2,0.2,0.0,0.3,0.8,6.3,belinma01,,,,,,,,,,,,,,,,,,,,,,,,,,,,883,10.8,.532,.567,.185,0.9,11.2,6.0,10.7,0.6,0.1,5.3,17.5,,0.7,0.2,0.8,.046,,-0.7,-2.0,-2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,5846154,,https://www.basketball-reference.com/req/202101021/images/players/belinma01.jpg,,SG
Jordan Bell,C,25,FA,29,0,8.8,1.2,2.3,.522,0.1,0.4,.333,1.1,1.9,.564,.552,0.7,1.1,.613,1.0,1.8,2.8,0.6,0.1,0.3,0.7,0.7,3.2,belljo01,C,26,3,1,16.7,1.7,5.0,.333,0.0,0.7,.000,1.7,4.3,.385,.333,0.0,0.0,,1.7,3.7,5.3,1.7,0.3,1.0,1.0,1.3,3.3,256,13.9,.577,.179,.463,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,,0.2,0.2,0.4,.070,,-1.4,-1.1,-2.5,0.0,50,8.0,.333,.133,.000,10.5,23.6,17.0,13.1,0.9,5.1,16.7,15.0,,-0.1,0.1,0.0,-0.037,,-5.1,-1.2,-6.3,-0.1,250000,,https://www.basketball-reference.com/req/202101021/images/players/belljo01.jpg,,C
DeAndre' Bembry,SG,25,FA,43,4,21.3,2.4,5.3,.456,0.3,1.5,.231,2.1,3.8,.546,.489,0.6,1.1,.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2.0,5.8,bembrde01,SF,26,32,7,17.1,2.0,3.7,.534,0.3,0.9,.321,1.7,2.8,.600,.572,0.5,0.8,.680,0.5,1.9,2.4,1.9,0.7,0.3,1.0,1.6,4.8,915,9.6,.500,.285,.211,4.0,14.1,8.9,12.3,2.8,1.7,19.4,14.0,,-0.5,0.8,0.2,.012,,-3.5,1.1,-2.5,-0.1,548,10.6,.589,.237,.212,3.3,12.5,7.7,16.0,1.8,1.9,20.4,12.8,,0.3,0.5,0.8,.068,,-2.8,0.7,-2.1,0.0,2603982,1737145,https://www.2kratings.com/wp-content/uploads/DeAndre-Bembry-2K-Rating.png,,SF
Dragan Bender,PF-C,22,FA,16,3,17.9,2.6,5.8,.446,0.9,2.7,.349,1.6,3.1,.531,.527,0.6,0.9,.714,1.0,3.6,4.6,1.8,0.3,0.6,1.3,2.6,6.7,bendedr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,10.9,.545,.467,.152,5.9,21.1,13.5,14.4,0.7,2.8,17.6,17.7,,0.0,0.3,0.3,.052,,-3.0,0.1,-3.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,189702,,https://www.basketball-reference.com/req/202101021/images/players/bendedr01.jpg,,PF-C
Dāvis Bertāns,PF,27,FA,54,4,29.3,4.9,11.3,.434,3.7,8.7,.424,1.2,2.6,.471,.598,1.9,2.3,.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4,bertada01,PF,28,35,3,24.7,3.2,8.2,.389,2.8,7.3,.382,0.4,1.0,.441,.557,1.7,1.9,.853,0.4,2.5,2.9,0.9,0.6,0.2,0.6,2.5,10.8,1583,15.5,.628,.774,.200,2.3,15.1,8.5,8.4,1.1,1.8,8.2,19.0,,3.0,0.5,3.5,.107,,2.7,-1.8,0.9,1.1,864,10.8,.596,.882,.236,1.8,10.7,6.2,4.7,1.1,0.8,6.2,16.3,,1.0,0.4,1.3,.075,,0.0,-1.7,-1.6,0.1,7000000,15000000,https://www.2kratings.com/wp-content/uploads/Davis-Bertans-2K-Rating.png,,PF
Patrick Beverley,PG,31,LAC,51,50,26.3,2.9,6.7,.431,1.6,4.0,.388,1.3,2.6,.496,.548,0.6,0.9,.660,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9,beverpa01,PG,32,29,29,23.8,2.8,6.2,.442,1.7,4.1,.420,1.0,2.1,.484,.580,1.1,1.3,.795,0.9,2.8,3.7,2.1,0.9,0.8,0.9,3.1,8.3,1342,12.5,.560,.604,.138,4.5,15.8,10.3,18.2,1.9,1.6,15.4,13.3,,1.6,2.0,3.6,.128,,-0.3,2.5,2.2,1.4,689,13.2,.608,.657,.215,4.5,12.8,8.7,11.5,1.8,2.9,12.0,14.5,,1.1,0.8,1.9,.135,,-0.1,0.9,0.7,0.5,12345679,13333333,https://www.2kratings.com/wp-content/uploads/Patrick-Beverley-2K-Rating.png,13333333,PG
Khem Birch,C,27,ORL,48,24,19.2,1.5,3.0,.510,0.0,0.0,.000,1.5,3.0,.514,.510,1.4,2.1,.653,1.9,2.7,4.6,1.0,0.4,0.5,0.6,1.9,4.4,birchkh01,C,28,43,1,19.7,1.9,4.1,.472,0.1,0.4,.222,1.8,3.7,.500,.483,1.4,1.9,.735,2.5,2.6,5.1,1.0,0.6,0.6,0.5,1.4,5.4,922,11.7,.566,.007,.706,10.3,15.6,12.9,7.3,1.1,2.3,14.2,10.2,,1.2,0.9,2.2,.112,,-2.5,0.2,-2.4,-0.1,849,14.5,.543,.102,.472,12.7,14.2,13.4,7.2,1.4,2.9,9.0,11.9,,1.4,0.9,2.3,.128,,-1.3,-0.7,-2.0,0.0,3000000,3000000,https://www.2kratings.com/wp-content/uploads/Khem-Birch-2K-Rating.png,3000000,C
Goga Bitadze,C,20,IND,54,2,8.7,1.3,2.8,.467,0.1,0.8,.190,1.1,2.0,.574,.493,0.4,0.6,.727,0.5,1.5,2.0,0.4,0.2,0.7,0.5,1.2,3.2,bitadgo01,C,21,24,0,9.6,1.5,3.3,.468,0.2,1.1,.185,1.3,2.2,.615,.500,0.7,1.0,.708,0.9,1.4,2.3,0.3,0.2,1.0,0.4,1.5,4.0,471,12.1,.523,.280,.220,5.9,18.7,12.3,6.7,1.0,6.9,14.5,17.9,,-0.1,0.8,0.7,.067,,-4.1,1.8,-2.3,0.0,230,15.3,.536,.342,.304,10.7,16.7,13.7,3.7,1.0,8.9,9.1,18.5,,0.2,0.3,0.5,.105,,-3.1,0.6,-2.5,0.0,2816760,2957520,https://www.2kratings.com/wp-content/uploads/Goga-Bitadze-2K-Rating.png,2957520,C
Bismack Biyombo,C,27,FA,53,29,19.4,2.8,5.2,.543,0.0,0.0,,2.8,5.2,.543,.543,1.7,2.8,.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,biyombi01,C,28,41,22,21.7,2.3,4.0,.578,0.0,0.0,.000,2.3,4.0,.582,.578,0.9,1.8,.486,2.1,3.2,5.3,1.3,0.3,1.1,1.0,2.4,5.5,1029,16.1,.570,.000,.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,,1.5,0.9,2.4,.113,,-1.8,-0.7,-2.5,-0.1,890,11.9,.574,.006,.434,10.5,16.4,13.4,8.4,0.6,5.3,17.2,11.4,,0.8,0.8,1.7,.090,,-2.8,-0.3,-3.1,-0.3,17000000,2331593,https://www.2kratings.com/wp-content/uploads/Bismack-Biyombo-2K-Rating.png,,C
Nemanja Bjelica,PF,31,SAC,72,67,27.9,4.4,9.1,.481,1.9,4.4,.419,2.5,4.6,.541,.583,1.0,1.2,.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3.0,11.5,bjeline01,PF,32,26,1,16.9,2.7,5.8,.460,0.7,2.2,.293,2.0,3.5,.565,.517,1.2,1.6,.762,0.9,2.9,3.8,1.9,0.3,0.1,1.1,1.8,7.2,2011,15.7,.602,.490,.129,6.1,19.9,12.8,14.7,1.5,1.9,12.5,17.0,,3.4,1.9,5.3,.127,,1.2,0.5,1.7,1.9,439,12.8,.555,.387,.280,5.9,19.5,12.6,15.1,0.9,0.4,14.3,19.1,,0.4,0.1,0.4,.048,,-1.3,-1.7,-3.0,-0.1,6825000,7150000,https://www.2kratings.com/wp-content/uploads/Nemanja-Bjelica-2K-Rating.png,7150000,PF
Eric Bledsoe,PG,30,MIL,61,61,27.0,5.5,11.5,.475,1.2,3.5,.344,4.3,8.0,.533,.528,2.8,3.5,.790,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,14.9,bledser01,SG,31,42,41,29.2,4.1,9.8,.416,1.7,4.7,.364,2.4,5.1,.465,.504,1.4,2.1,.656,0.4,3.0,3.4,3.7,0.7,0.3,1.5,1.7,11.3,1646,17.6,.571,.306,.304,2.8,13.5,8.5,28.7,1.6,1.4,15.7,23.7,,2.4,3.0,5.4,.157,,0.8,1.1,1.8,1.6,1225,10.9,.525,.479,.218,1.6,11.3,6.5,17.1,1.2,1.1,12.6,17.9,,0.6,0.4,1.0,.040,,-1.4,-1.7,-3.1,-0.3,15625000,16875000,https://www.2kratings.com/wp-content/uploads/Eric-Bledsoe-2K-Rating.png,16875000,SG
Bogdan Bogdanović,SG,27,FA,61,28,29.0,5.5,12.6,.440,2.7,7.2,.372,2.8,5.3,.532,.547,1.4,1.9,.741,0.4,3.0,3.4,3.4,1.0,0.2,1.7,2.2,15.1,bogdabo01,SG,28,19,2,23.4,3.7,9.1,.405,2.1,5.9,.345,1.6,3.2,.517,.517,0.7,0.8,.933,0.4,3.0,3.4,2.2,0.5,0.2,1.0,2.0,10.2,1766,15.1,.565,.576,.151,1.6,11.8,6.6,18.0,1.8,0.8,11.1,22.6,,1.8,1.3,3.1,.084,,1.2,-0.5,0.6,1.2,445,11.3,.537,.653,.087,1.7,13.7,7.8,14.1,1.1,0.8,9.6,19.2,,0.3,0.3,0.6,.065,,-0.4,-0.7,-1.1,0.1,8529386,18000000,https://www.2kratings.com/wp-content/uploads/Bogdan-Bogdanovic-2K-Rating.png,,SG
Bojan Bogdanović,SF,30,UTA,63,63,33.1,6.6,14.8,.447,3.0,7.3,.414,3.6,7.6,.479,.548,4.0,4.4,.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2,bogdabo02,SF,31,43,43,30.2,4.8,11.7,.414,2.5,6.5,.384,2.3,5.2,.453,.521,2.8,3.2,.871,0.5,3.3,3.8,1.9,0.5,0.0,1.5,1.6,15.0,2083,15.6,.603,.489,.296,2.1,11.2,6.8,10.0,0.8,0.3,13.1,25.5,,2.6,1.6,4.2,.096,,1.6,-1.5,0.1,1.1,1299,12.3,.572,.556,.277,1.9,11.2,6.7,9.1,0.8,0.1,10.3,20.7,,1.4,1.2,2.7,.098,,-0.4,-1.1,-1.5,0.1,17000000,17850000,https://www.2kratings.com/wp-content/uploads/Bojan-Bogdanovic-2K-Rating.png,17850000,SF
Bol Bol,PF,20,FA,7,0,12.4,2.0,4.0,.500,0.6,1.3,.444,1.4,2.7,.526,.571,1.1,1.4,.800,0.7,2.0,2.7,0.9,0.3,0.9,1.4,1.6,5.7,bolbo01,PF,21,19,2,5.4,0.8,1.7,.485,0.4,0.8,.438,0.5,0.9,.529,.591,0.2,0.4,.571,0.0,0.8,0.8,0.3,0.1,0.3,0.5,0.5,2.3,87,14.4,.617,.321,.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,,0.0,0.1,0.1,.063,,-2.1,-0.7,-2.9,0.0,102,10.6,.596,.485,.212,0.0,16.5,8.3,8.0,1.0,5.7,20.0,19.3,,-0.1,0.1,0.0,.020,,-2.5,-0.1,-2.6,0.0,,2058240,https://www.2kratings.com/wp-content/uploads/Bol-Bol-2K-Rating.png,,PF
Jonah Bolden,C,24,FA,7,0,6.7,0.6,1.6,.364,0.0,0.6,.000,0.6,1.0,.571,.364,0.3,0.6,.500,0.4,0.9,1.3,0.0,0.4,0.3,0.3,1.4,1.4,boldejo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,4.9,.392,.364,.364,7.0,14.3,10.6,0.0,3.0,3.7,13.6,13.4,,-0.1,0.1,0.0,-0.006,,-8.7,-0.1,-8.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,81678,,https://www.basketball-reference.com/req/202101021/images/players/boldejo01.jpg,,C
Marques Bolden,C,21,FA,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,boldema01,C,22,6,0,4.8,0.2,0.5,.333,0.0,0.0,,0.2,0.5,.333,.333,0.8,1.3,.625,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,1.2,3,19.8,,,,0.0,74.7,37.0,0.0,16.2,0.0,,0.0,,0.0,0.0,0.0,.282,,-5.9,11.3,5.4,0.0,29,13.4,.537,.000,2.667,11.3,11.8,11.5,0.0,3.4,6.2,23.5,12.7,,0.0,0.0,0.0,.066,,-3.4,0.6,-2.8,0.0,50752,,https://www.2kratings.com/wp-content/uploads/Marques-Bolden-2K-Rating.png,,C
Jordan Bone,PG,22,FA,10,0,5.3,0.5,2.0,.250,0.2,1.0,.200,0.3,1.0,.300,.300,0.0,0.0,,0.0,0.4,0.4,0.8,0.1,0.0,0.2,0.6,1.2,bonejo01,PG,23,14,0,14.0,1.6,3.9,.426,0.7,2.3,.313,0.9,1.6,.591,.519,0.0,0.0,,0.3,1.4,1.7,1.3,0.1,0.0,0.2,0.8,4.0,53,0.8,.300,.500,.000,0.0,8.7,4.3,21.0,0.9,0.0,9.1,18.1,,-0.1,0.0,-0.1,-0.117,,-9.1,-2.8,-11.9,-0.1,196,8.9,.519,.593,.000,2.1,10.9,6.4,13.4,0.5,0.0,5.3,12.6,,0.1,0.1,0.2,.056,,-2.6,-1.6,-4.2,-0.1,,,https://www.2kratings.com/wp-content/uploads/Jordan-Bone-2K-Rating.png,,PG
Isaac Bonga,SF,20,WAS,66,49,18.9,1.8,3.5,.504,0.4,1.1,.352,1.4,2.5,.571,.558,1.0,1.3,.812,1.1,2.3,3.4,1.2,0.7,0.3,0.9,2.4,5.0,bongais01,SF,21,28,7,12.2,0.8,2.1,.390,0.4,1.3,.314,0.4,0.9,.500,.483,0.1,0.2,.500,0.6,1.4,2.0,0.6,0.3,0.3,0.5,1.7,2.1,1250,10.2,.608,.303,.363,6.0,13.8,9.7,7.9,1.7,1.5,17.6,11.0,,1.2,0.6,1.8,.068,,-2.7,-0.1,-2.8,-0.3,341,4.8,.487,.593,.102,5.2,12.6,8.9,5.9,0.9,1.7,18.5,9.2,,-0.1,0.2,0.1,.009,,-4.9,-1.2,-6.1,-0.4,1416852,1663861,https://www.2kratings.com/wp-content/uploads/Isaac-Bonga-2K-Rating.png,1663861,SF
Devin Booker,SG,23,PHO,70,70,35.9,9.0,18.3,.489,2.0,5.7,.354,6.9,12.6,.549,.544,6.7,7.3,.919,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,26.6,bookede01,SG,24,39,39,33.7,9.3,18.8,.495,2.0,5.7,.350,7.3,13.1,.559,.548,4.4,5.3,.840,0.3,3.7,4.1,4.7,0.9,0.3,3.3,2.8,25.1,2512,20.6,.618,.310,.397,1.3,12.0,6.6,30.0,0.9,0.6,14.9,30.0,,6.0,1.5,7.5,.143,,3.4,-1.3,2.2,2.6,1316,19.1,.593,.303,.280,1.1,11.9,6.7,22.8,1.3,0.7,13.5,32.3,,1.4,1.5,2.9,.106,,1.3,-1.0,0.3,0.8,27250000,29430000,https://www.2kratings.com/wp-content/uploads/Devin-Booker-2K-Rating.png,29430000,SG
Chris Boucher,C,27,FA,62,0,13.2,2.3,4.8,.472,0.6,1.9,.322,1.7,2.9,.569,.535,1.5,1.9,.784,1.7,2.7,4.5,0.4,0.4,1.0,0.5,1.8,6.6,bouchch01,C,28,44,3,23.7,4.8,9.1,.531,1.5,3.7,.420,3.3,5.4,.607,.616,2.5,3.2,.761,1.9,4.5,6.4,1.0,0.5,1.9,0.7,2.8,13.7,819,20.7,.587,.395,.388,14.1,21.4,17.9,4.8,1.3,7.3,7.4,19.7,,2.1,1.8,3.8,.224,,1.0,1.0,2.0,0.8,1041,22.5,.649,.404,.354,8.4,21.9,14.9,6.7,1.1,8.3,6.3,20.5,,3.1,1.4,4.5,.209,,3.1,0.3,3.3,1.4,1588231,6490385,https://www.2kratings.com/wp-content/uploads/Chris-Boucher-2K-Rating.png,,C
Brian Bowen,SF,21,FA,6,1,5.2,0.5,1.7,.300,0.0,0.3,.000,0.5,1.3,.375,.300,0.0,0.0,,0.2,1.0,1.2,0.0,0.0,0.2,0.2,0.5,1.0,bowenbr02,SF,22,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,0.5,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.5,31,0.1,.300,.200,.000,3.6,21.0,12.4,0.0,0.0,2.8,9.1,15.6,,-0.1,0.0,-0.1,-0.107,,-9.1,-1.6,-10.7,-0.1,7,12.6,.615,.000,.500,0.0,16.1,8.0,0.0,0.0,0.0,0.0,15.0,,0.0,0.0,0.0,.112,,-1.2,-2.8,-4.0,0.0,,,https://www.basketball-reference.com/req/202101021/images/players/bowenbr02.jpg,,SF
Ky Bowman,PG,22,GSW,45,12,22.6,3.0,7.1,.417,0.7,2.4,.308,2.2,4.8,.472,.469,0.8,0.9,.829,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4,bowmaky01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015,9.1,.494,.333,.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,,-0.6,0.6,-0.1,-0.003,,-4.0,-0.3,-4.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,,350189,,https://www.basketball-reference.com/req/202101021/images/players/bowmaky01.jpg,1517981,PG
Avery Bradley,SG,29,LAL,49,44,24.2,3.5,7.8,.444,1.3,3.5,.364,2.2,4.3,.510,.526,0.4,0.5,.833,0.4,2.0,2.3,1.3,0.9,0.1,1.0,2.2,8.6,bradlav01,SG,30,10,1,21.1,3.1,6.6,.470,1.6,3.8,.421,1.5,2.8,.536,.591,0.7,0.9,.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5,1186,8.9,.537,.452,.063,1.7,8.9,5.3,7.2,1.7,0.4,10.7,15.7,,0.2,1.4,1.5,.062,,-3.0,0.5,-2.5,-0.2,211,10.4,.607,.576,.136,1.1,8.1,4.7,10.3,1.6,0.5,11.4,16.7,,0.1,0.2,0.3,.076,,-2.7,-0.6,-3.2,-0.1,2000000,5635000,https://www.2kratings.com/wp-content/uploads/Avery-Bradley-2K-Rating.png,5005350,SG
Tony Bradley,C,22,UTA,58,3,11.4,2.2,3.3,.667,0.1,0.1,1.000,2.1,3.2,.661,.675,0.5,0.8,.652,1.9,2.7,4.6,0.4,0.2,0.6,0.5,2.0,4.9,bradlto01,C,23,20,8,14.4,2.6,3.8,.680,0.0,0.1,.000,2.6,3.7,.689,.680,0.4,0.6,.636,2.0,3.3,5.2,0.9,0.3,0.7,0.3,1.4,5.5,663,21.7,.681,.016,.243,19.1,25.0,22.2,5.4,1.0,4.1,12.5,15.8,,2.2,1.1,3.3,.236,,1.0,0.3,1.3,0.6,287,21.1,.683,.013,.147,15.4,24.0,19.9,8.6,1.0,4.0,7.0,12.7,,1.0,0.5,1.5,.245,,2.1,1.0,3.1,0.4,1962360,3542060,https://www.2kratings.com/wp-content/uploads/Tony-Bradley-2K-Rating.png,3542060,C
Jarrell Brantley,PF,23,FA,9,0,10.7,1.1,3.1,.357,0.3,1.4,.231,0.8,1.7,.467,.411,0.1,0.2,.500,0.2,2.0,2.2,1.2,0.3,0.6,0.8,0.8,2.7,brantja01,PF,24,13,0,2.7,0.5,1.0,.462,0.3,0.7,.444,0.2,0.3,.500,.615,0.0,0.0,,0.2,0.4,0.5,0.2,0.2,0.1,0.1,0.4,1.2,96,8.0,.416,.464,.071,2.4,19.9,11.5,15.8,1.5,4.3,19.5,16.3,,-0.2,0.1,0.0,-0.006,,-5.3,0.7,-4.6,-0.1,35,16.7,.615,.692,.000,6.3,14.6,10.6,8.4,2.8,2.3,7.1,17.2,,0.1,0.1,0.1,.185,,1.6,2.8,4.4,0.1,,,https://www.2kratings.com/wp-content/uploads/Jarrell-Brantley-2K-Rating.png,,PF
Ignas Brazdeikis,SF,21,NYK,9,0,5.9,0.7,2.4,.273,0.1,1.0,.111,0.6,1.4,.385,.295,0.4,0.6,.800,0.2,0.3,0.6,0.4,0.0,0.1,0.2,0.3,1.9,brazdig01,SF,22,4,0,1.8,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.5,0.5,1.000,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.0,0.5,53,3.2,.351,.409,.227,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,,-0.1,0.0,-0.1,-0.108,,-5.1,-3.9,-9.0,-0.1,7,11.3,.532,.000,2.000,15.3,15.4,15.3,17.6,0.0,0.0,34.7,18.1,,0.0,0.0,0.0,.032,,-2.9,-1.9,-4.8,0.0,898310,1517981,https://www.2kratings.com/wp-content/uploads/Ignas-Brazdeikis-2K-Rating.png,1517981,SF
Corey Brewer,PF,33,FA,5,0,6.6,0.4,0.8,.500,0.0,0.2,.000,0.4,0.6,.667,.500,0.2,0.6,.333,0.4,1.2,1.6,0.4,0.8,0.0,0.4,1.4,1.0,breweco01,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,8.7,.470,.250,.750,6.7,21.0,13.6,7.7,5.9,0.0,27.3,9.6,,0.0,0.1,0.0,.064,,-6.9,3.8,-3.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,289803,,https://www.basketball-reference.com/req/202101021/images/players/breweco01.jpg,,PF
Mikal Bridges,SF,23,PHO,73,32,28.0,3.4,6.6,.510,1.0,2.7,.361,2.4,4.0,.610,.583,1.4,1.7,.844,0.9,3.1,4.0,1.8,1.4,0.6,1.0,2.2,9.1,bridgmi01,SF,24,43,43,32.4,4.9,9.4,.525,1.8,4.4,.414,3.1,5.0,.624,.623,1.8,2.1,.835,1.2,3.6,4.8,2.4,0.8,0.9,0.8,1.6,13.5,2042,12.9,.620,.401,.252,3.5,12.4,7.9,8.6,2.4,2.0,12.0,12.7,,2.5,2.3,4.8,.113,,-0.6,1.5,0.8,1.5,1395,16.3,.652,.473,.225,4.1,12.1,8.3,10.0,1.2,2.5,7.5,15.3,,3.2,1.8,4.9,.169,,2.2,0.8,2.9,1.7,4161000,4359000,https://www.2kratings.com/wp-content/uploads/Mikal-Bridges-2K-Rating.png,4359000,SF
Miles Bridges,SF,21,CHO,65,64,30.7,4.9,11.6,.424,1.5,4.6,.330,3.4,7.0,.486,.489,1.6,2.0,.809,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2.0,13.0,bridgmi02,PF,22,43,2,26.3,3.6,7.3,.497,1.2,3.2,.374,2.4,4.0,.595,.580,1.1,1.2,.904,1.2,4.4,5.7,2.0,0.7,0.7,1.6,2.2,9.5,1995,12.1,.520,.398,.174,4.6,15.6,9.9,9.4,1.0,2.2,10.5,20.0,,0.3,1.3,1.6,.039,,-1.5,-1.0,-2.5,-0.3,1130,12.6,.611,.446,.167,5.0,18.6,11.7,10.9,1.2,2.7,16.7,15.2,,0.9,1.1,2.0,.085,,-1.1,-0.1,-1.3,0.2,3755400,3934320,https://www.2kratings.com/wp-content/uploads/Miles-Bridges-2K-Rating.png,3934320,PF
Oshae Brissett,SF,21,FA,19,0,7.1,0.7,1.9,.361,0.2,0.8,.200,0.5,1.1,.476,.403,0.4,0.5,.800,0.5,0.9,1.4,0.4,0.2,0.1,0.4,0.9,1.9,brissos01,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,6.7,.458,.417,.278,7.2,13.0,10.2,7.0,1.4,0.7,14.8,15.0,,-0.1,0.2,0.1,.043,,-5.8,0.4,-5.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,300000,https://www.2kratings.com/wp-content/uploads/Oshae-Brissett-2K-Rating.png,,SF
